"Section","QueryId","SchemaName","TableName","ColumnName","OrdinalPosition","DataType","MaxLength","NumericPrecision","NumericScale","DateTimePrecision","Nullable","ObjectType","ApproxRowCount","ConstraintName","ConstraintType","KeyOrdinal","ReferencedSchema","ReferencedTable","ReferencedColumn","IndexName","IsUnique","IsPrimaryKey","Finding","Error"
"ColumnInventory","Q03","dbo","RelatedFamilies","FamilyId","1","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","RelatedFamilies","RelatedFamilyId","2","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","RelatedFamilies","CreatedBy","3","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","RelatedFamilies","CreatedDate","4","datetime","","","","3","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","RelatedFamilies","FamilyRelationshipDesc","5","nvarchar","256","","","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","RelatedFamilies","ModifiedBy","6","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","RelatedFamilies","ModifiedDate","7","datetime","","","","3","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","RepairTransactionsRun","id","1","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","RepairTransactionsRun","started","2","datetime","","","","3","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","RepairTransactionsRun","count","3","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","RepairTransactionsRun","processed","4","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","RepairTransactionsRun","completed","5","datetime","","","","3","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","RepairTransactionsRun","error","6","nvarchar","200","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","RepairTransactionsRun","orgid","7","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","RepairTransactionsRun","running","8","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Report","ReportId","1","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Report","ReportName","2","nvarchar","200","","","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Report","ReportType","3","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Report","Public","4","bit","","","","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Report","OrganizationId","5","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Report","QueryId","6","nvarchar","50","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Report","TagId","7","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Report","System","8","bit","","","","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Report","CreatedBy","9","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Report","CreatedDate","10","datetime","","","","3","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Report","ModifiedBy","11","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Report","ModifiedDate","12","datetime","","","","3","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReportColumn","ColumnId","1","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReportColumn","ReportId","2","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReportColumn","ColumnDefinitionId","3","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReportColumn","ColumnOptions","4","nvarchar","2000","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReportColumn","HeaderText","5","nvarchar","100","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReportColumn","DisplayOrder","6","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReportColumnDefinition","ColumnDefinitionId","1","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReportColumnDefinition","Category","2","nvarchar","200","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReportColumnDefinition","SubCategory","3","nvarchar","200","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReportColumnDefinition","FieldName","4","nvarchar","200","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReportColumnDefinition","DisplayOrder","5","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReportExecution","ExecutionId","1","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReportExecution","ReportId","2","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReportExecution","TagId","3","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReportExecution","UserId","4","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReportExecution","Status","5","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReportExecution","QueryId","6","nvarchar","50","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReportExecution","ReportQueued","7","datetime","","","","3","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReportExecution","ReportStarted","8","datetime","","","","3","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReportExecution","ReportCompleted","9","datetime","","","","3","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReportExecution","ProcessingResults","10","varbinary","-1","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReportRole","ReportRoleId","1","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReportRole","ReportId","2","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReportRole","RoleId","3","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservable","ReservableId","1","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservable","ParentId","2","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservable","ReservableTypeId","3","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservable","Node","4","hierarchyid","892","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservable","NodeLevel","5","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservable","NodePath","6","nvarchar","4000","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservable","BadgeColor","7","nvarchar","10","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservable","Name","8","nvarchar","100","","","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservable","Description","9","nvarchar","2000","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservable","IsReservable","10","bit","","","","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservable","IsEnabled","11","bit","","","","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservable","IsCountable","12","bit","","","","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservable","Address","13","nvarchar","2000","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservable","Latitude","14","decimal","","9","6","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservable","Longitude","15","decimal","","9","6","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservable","Amenities","16","nvarchar","-1","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservable","Quantity","17","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservable","Capacity","18","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservable","Rate","19","numeric","","12","2","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservable","LimitRoleId","20","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservable","ApprovalRoleId","21","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservable","SetupMinutes","22","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservable","TearDownMinutes","23","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservable","LocationId","24","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservable","CreatedDate","25","datetime","","","","3","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservable","CreatedBy","26","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservable","SetupId","27","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservable","IsDeleted","28","bit","","","","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservable","ExternalKey","29","nvarchar","100","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservable","ParentExternalKey","30","nvarchar","100","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservableLocationRelatives","ReservableId","1","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservableLocationRelatives","RelativeId","2","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservableLocationRelatives","RelativeName","3","nvarchar","100","","","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservableLocationRelatives","RelativeDescription","4","nvarchar","2000","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservableLocationRelatives","RelativeParentId","5","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservableLocationRelatives","RelativeNodeLevel","6","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservableLocationRelatives","RelativeIsAncestor","7","bit","","","","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservableLocationRelatives","RelativeIsDescendant","8","bit","","","","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservationCalendar","ReservationCalendarId","1","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservationCalendar","CalendarName","2","nvarchar","2500","","","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservationCalendar","RssFeedLink","3","nvarchar","2000","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservationCalendar","CalendarColor","4","nvarchar","10","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservationCalendar","CreatedBy","5","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservationCalendar","CreatedDate","6","datetime","","","","3","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservationCalendar","ReservationCalendarUid","7","uniqueidentifier","","","","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservationCalendar","PublishOnSchedule","8","bit","","","","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservationItems","ReservationItemId","1","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservationItems","ReservationId","2","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservationItems","ReservableId","3","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservationItems","Quantity","4","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservationItems","ApprovalStatus","5","smallint","","5","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservationItems","ApprovedBy","6","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservationItems","ApprovedDate","7","datetime","","","","3","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservationItems","Notes","8","varchar","-1","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservationItems","CreatedBy","9","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservationItems","CreatedDate","10","datetime","","","","3","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservations","ReservationId","1","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservations","MeetingId","2","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservations","MeetingSeriesId","3","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservations","ReservableId","4","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservations","LocationAdHoc","5","nvarchar","100","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservations","SetupMinutes","6","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservations","TeardownMinutes","7","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservations","MeetingStart","8","datetime","","","","3","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservations","MeetingEnd","9","datetime","","","","3","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservations","ApprovalStatus","10","smallint","","5","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservations","ApprovedBy","11","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservations","ApprovedDate","12","datetime","","","","3","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservations","Notes","13","varchar","-1","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservations","CreatedBy","14","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservations","CreatedDate","15","datetime","","","","3","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservations","SetupId","16","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservations","ReservationStart","17","datetime","","","","3","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Reservations","ReservationEnd","18","datetime","","","","3","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservationSetup","SetupId","1","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservationSetup","SetupName","2","nvarchar","100","","","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservationSetup","SetupDescription","3","nvarchar","1000","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservationSetup","SetupThumbnailUrl","4","nvarchar","1000","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservationSetup","CreatedBy","5","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservationSetup","CreatedDate","6","datetime","","","","3","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservationSetup","IsActive","7","bit","","","","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservationSetup","IsDeleted","8","bit","","","","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservationSetupItem","SetupItemId","1","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservationSetupItem","SetupId","2","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservationSetupItem","ReservableId","3","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservationSetupItem","CreatedBy","4","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservationSetupItem","CreatedDate","5","datetime","","","","3","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ReservationSetupItem","Quantity","6","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Resource","ResourceId","1","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Resource","Name","2","nvarchar","100","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Resource","Description","3","nvarchar","-1","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Resource","CreationDate","4","datetime","","","","3","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Resource","UpdateDate","5","datetime","","","","3","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Resource","PeopleId","6","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Resource","OrganizationId","7","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Resource","CampusId","8","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Resource","DivisionId","9","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Resource","MemberTypeIds","10","nvarchar","50","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Resource","DisplayOrder","11","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Resource","ResourceTypeId","12","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Resource","ResourceCategoryId","13","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Resource","OrganizationTypeId","14","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Resource","StatusFlagIds","15","nvarchar","-1","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Resource","ResourceMediaTypeId","16","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Resource","ResourceMediaFormatId","17","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Resource","ResourceDescription","18","nvarchar","-1","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Resource","ResourceSpeaker","19","nvarchar","200","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Resource","ResourceDate","20","datetime","","","","3","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Resource","StartDate","21","datetime","","","","3","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Resource","EndDate","22","datetime","","","","3","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Resource","ResourceUrl","23","nvarchar","1000","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Resource","GivingUrl","24","nvarchar","1000","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Resource","SermonUrl","25","nvarchar","1000","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Resource","StreamType","26","bit","","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Resource","StreamDay","27","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Resource","StreamDate","28","datetime","","","","3","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Resource","StreamStart","29","datetime","","","","3","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Resource","StreamEnd","30","datetime","","","","3","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Resource","VisibleToEveryone","31","bit","","","","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Resource","ThumbnailUrl","32","nvarchar","1000","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Resource","BibleBookId","33","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Resource","OpenInBrowser","34","bit","","","","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ResourceAttachment","ResourceAttachmentId","1","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ResourceAttachment","ResourceId","2","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ResourceAttachment","FilePath","3","nvarchar","-1","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ResourceAttachment","FileTypeId","4","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ResourceAttachment","Name","5","nvarchar","100","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ResourceAttachment","CreationDate","6","datetime","","","","3","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ResourceAttachment","UpdateDate","7","datetime","","","","3","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ResourceAttachment","DisplayOrder","8","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ResourceCategory","ResourceCategoryId","1","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ResourceCategory","Name","2","nvarchar","50","","","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ResourceCategory","ResourceTypeId","3","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ResourceCategory","DisplayOrder","4","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ResourceCategory","ThumbnailUrl","5","nvarchar","1000","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ResourceMemberType","ResourceId","1","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ResourceMemberType","MemberTypeID","2","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ResourceOrganization","ResourceId","1","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ResourceOrganization","OrganizationId","2","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ResourceOrganizationType","ResourceId","1","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ResourceOrganizationType","OrganizationTypeId","2","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ResourceStatusFlag","ResourceId","1","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ResourceStatusFlag","StatusFlagId","2","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ResourceType","ResourceTypeId","1","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ResourceType","Name","2","nvarchar","50","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ResourceType","DisplayOrder","3","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ResourceType","ThumbnailUrl","4","nvarchar","1000","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","RoleOverrideField","Id","1","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","RoleOverrideField","RoleId","2","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","RoleOverrideField","IsOverrideNoEdit","3","bit","","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","RoleOverrideField","IsOverrideNewWeb","4","bit","","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Roles","RoleName","1","nvarchar","50","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Roles","RoleId","2","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Roles","hardwired","3","bit","","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","Roles","Priority","4","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","RssFeed","Url","1","nvarchar","150","","","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","RssFeed","Data","2","nvarchar","-1","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","RssFeed","ETag","3","nvarchar","150","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","RssFeed","LastModified","4","datetime","","","","3","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ScheduledGift","ScheduledGiftId","1","uniqueidentifier","","","","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ScheduledGift","PeopleId","2","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ScheduledGift","ScheduledGiftTypeId","3","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ScheduledGift","PaymentMethodId","4","uniqueidentifier","","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ScheduledGift","IsEnabled","5","bit","","","","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ScheduledGift","StartDate","6","datetime","","","","3","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ScheduledGift","EndDate","7","datetime","","","","3","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ScheduledGift","LastProcessed","8","datetime","","","","3","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ScheduledGift","NextOccurrence","9","datetime","","","","3","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ScheduledGift","Day1","10","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ScheduledGift","Day2","11","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ScheduledGift","Interval","12","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ScheduledGift","IsPledge","13","bit","","","","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ScheduledGift","CreatedDate","14","datetime","","","","3","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ScheduledGift","Status","15","bit","","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ScheduledGift","FamilyId","16","int","","10","0","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ScheduledGiftAmount","ScheduledGiftAmountId","1","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ScheduledGiftAmount","ScheduledGiftId","2","uniqueidentifier","","","","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ScheduledGiftAmount","FundId","3","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ScheduledGiftAmount","Amount","4","decimal","","10","2","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ScheduledGiftAmount","ChargedFee","5","money","","19","4","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","ScheduledGiftAmount","DonorCoversFee","6","bit","","","","","YES","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","SearchNoDiacritics","PeopleId","1","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","SearchNoDiacritics","FamilyId","2","int","","10","0","","NO","","","","","","","","","","","","",""
"ColumnInventory","Q03","dbo","SearchNoDiacritics","EmailAddress","3","nvarchar","150","","","","YES","","","","","","","","","","","","",""
